"question","support","race_white","age","high.income","trump_approve","party","treat","weight"
"Planned_Parenthood",1,1,27,0,1,"independent","libtrump",1.09649837944416
"Abortion",0,1,72,0,5,"republican","control",1.03294172575845
"Health_Care",0,1,61,0,4,"republican","control",1.03020446460289
"Climate_Change",0,0,27,NA,4,"independent","libtrump",1.09136273338991
"Climate_Change",NA,1,68,0,2,"republican","control",1.03971692696013
"Health_Care",0,1,60,0,4,"republican","libtrump",0.997037860274678
"Abortion",0,1,54,0,5,"republican","control",0.982747233305537
"Climate_Change",1,1,42,1,1,"democrat","control",0.954698653297816
"Minimum_Wage",1,0,29,0,2,"democrat","control",1.0111082283517
"Minimum_Wage",1,0,57,0,1,"democrat","libtrump",1.03603669566494
"Health_Care",1,1,64,0,4,"democrat","libtrump",0.943867221758958
"Health_Care",1,1,36,0,1,"democrat","control",0.95757533041428
"Abortion",1,0,66,0,1,"democrat","control",0.994623656613218
"Climate_Change",1,1,33,0,4,"independent","libtrump",1.01781507858707
"Tax_Increase",1,1,29,0,5,"republican","control",1.04212425747125
"Planned_Parenthood",1,0,25,1,1,"democrat","control",0.936492166672733
"Climate_Change",0,1,59,0,4,"independent","libtrump",1.02348973371509
"School_Guns",0,1,59,0,5,"democrat","control",0.952486362623568
"Guns_Background",1,1,60,0,5,"republican","libtrump",0.9767651179877
"Tax_Increase",1,1,42,1,2,"democrat","control",1.01159522341156
"Immigration",1,0,58,NA,1,"democrat","control",1.06530390310308
"Tax_Increase",NA,1,64,0,4,"republican","libtrump",0.989465129642589
"Planned_Parenthood",1,1,61,1,1,"democrat","control",1.05298728293111
"Guns_Background",1,1,56,0,2,"independent","control",1.01958532183796
"Iran_Agreement",NA,1,76,0,3,"independent","control",0.972145762988134
"School_Guns",0,1,60,NA,4,"republican","control",0.998126840373329
"Immigration",1,1,48,1,1,"democrat","control",0.964393992781264
"School_Guns",0,1,63,1,5,"republican","control",0.938562490397053
"Iran_Agreement",1,1,43,0,NA,"republican","control",0.983227225113413
"Climate_Change",1,1,43,0,1,"independent","libtrump",1.02863671911682
"School_Guns",0,1,72,0,5,"republican","control",1.005065198696
"Climate_Change",0,1,71,NA,5,"independent","control",1.04900319928781
"Minimum_Wage",1,1,21,1,1,"democrat","control",0.998904949160862
"Climate_Change",NA,1,61,0,4,"republican","control",0.884882300309505
"Minimum_Wage",0,1,69,NA,4,"republican","control",0.957699573441605
"School_Guns",1,0,37,0,1,"democrat","libtrump",1.02331294889531
"Abortion",0,1,58,1,4,"republican","libtrump",0.958417339818521
"Immigration",1,1,41,0,1,"democrat","control",0.944532906700041
"Iran_Agreement",0,1,56,0,2,"independent","control",0.9198456802484
"Abortion",1,1,27,0,1,"independent","control",0.974219290326902
"Iran_Agreement",1,0,62,0,1,"democrat","libtrump",0.947232851468848
"School_Guns",0,1,51,0,4,"republican","control",1.02559375537477
"Abortion",NA,0,42,1,3,"democrat","control",0.947074533310017
"Planned_Parenthood",1,1,57,0,2,"independent","libtrump",0.980421546449865
"Tax_Increase",0,1,42,0,2,"independent","control",1.04815999403155
"Abortion",1,1,80,0,1,"democrat","control",1.00885722386788
"Planned_Parenthood",1,1,30,0,5,"republican","control",1.04072876676454
"Immigration",1,1,33,0,1,"independent","libtrump",1.01229515338942
"School_Guns",NA,1,33,0,1,"independent","control",1.02727274355868
"Iran_Agreement",0,1,61,0,5,"republican","control",1.02335992023739
"Iran_Agreement",1,1,25,0,3,"republican","libtrump",1.05428307674209
"Abortion",NA,1,76,0,5,"republican","control",0.98572435810227
"Health_Care",0,1,64,0,5,"republican","libtrump",0.959415418338555
"Iran_Agreement",NA,1,23,NA,3,"independent","libtrump",0.992451532411993
"Immigration",1,0,28,0,NA,"independent","control",1.0114990594797
"Planned_Parenthood",1,1,22,1,1,"democrat","control",0.925604893280707
"Tax_Increase",1,0,51,0,3,"republican","control",0.990619063778644
"Immigration",1,0,30,0,1,"democrat","libtrump",1.02384618449342
"Immigration",1,1,48,0,4,"independent","libtrump",1.01075357465132
"Minimum_Wage",1,0,63,0,2,"democrat","libtrump",1.01628622687656
"Health_Care",NA,1,40,0,5,"republican","libtrump",1.05005366775908
"Climate_Change",0,1,66,1,5,"republican","control",1.09918309419074
"Minimum_Wage",1,1,48,0,1,"republican","control",1.08097517676239
"Guns_Background",1,1,25,0,2,"independent","control",0.903723455320077
"Iran_Agreement",0,0,43,0,4,"independent","control",0.990722667184276
"Tax_Increase",1,1,34,0,3,"republican","control",1.09266765231347
"Climate_Change",1,1,67,0,3,"republican","control",1.05073838546661
"Minimum_Wage",0,1,23,0,2,"independent","control",1.04704629027116
"Climate_Change",1,1,63,0,NA,"republican","libtrump",1.01565802619697
"Tax_Increase",1,1,54,0,5,"republican","control",0.994191485515853
"School_Guns",0,1,38,0,5,"republican","control",1.03009930472754
"Abortion",NA,1,42,1,5,"democrat","libtrump",0.98179226863988
"Minimum_Wage",0,1,63,1,3,"republican","control",1.05057853990364
"Planned_Parenthood",0,1,73,NA,5,"republican","control",1.02194065422747
"Guns_Background",1,1,74,NA,1,"democrat","control",1.00170854956193
"Iran_Agreement",0,1,82,0,4,"republican","control",1.02827598795489
"Planned_Parenthood",NA,1,71,0,1,"independent","control",1.01655464199373
"Planned_Parenthood",1,1,61,0,4,"republican","control",1.00605570545499
"Abortion",NA,1,22,1,1,"independent","control",0.989530578835017
"Iran_Agreement",0,1,64,1,5,"republican","libtrump",1.06479447781382
"Minimum_Wage",1,1,32,0,5,"republican","libtrump",1.00394328147622
"School_Guns",1,1,57,1,1,"democrat","control",1.07693521354935
"Immigration",1,0,30,0,1,"republican","control",0.917712939486014
"Health_Care",1,1,50,1,1,"democrat","control",0.978997382173925
"Guns_Background",0,1,59,0,5,"republican","control",0.914233016839194
"Immigration",NA,0,34,0,1,"democrat","control",0.888264591351907
"Climate_Change",0,1,64,1,4,"republican","control",0.955037716295881
"Health_Care",1,1,67,1,1,"democrat","control",1.13769614014295
"Guns_Background",1,1,70,0,4,"republican","libtrump",1.02824030066471
"Tax_Increase",0,0,53,1,5,"republican","control",1.02287781053611
"Abortion",1,1,59,NA,1,"democrat","control",0.958157807139366
"School_Guns",1,1,30,NA,3,"republican","control",0.954257147714682
"Health_Care",1,1,74,0,5,"republican","libtrump",0.961286940881546
"School_Guns",0,1,63,0,4,"republican","control",0.94023005040361
"Guns_Background",0,1,61,NA,4,"republican","control",0.99500253346995
"Iran_Agreement",0,1,76,0,5,"republican","control",0.955221561890395
"Iran_Agreement",1,1,58,1,4,"republican","libtrump",0.990988758127641
"Iran_Agreement",1,1,37,NA,5,"democrat","control",1.01154293522341
"Climate_Change",NA,1,22,0,3,"democrat","control",1.03074327039172
"Planned_Parenthood",0,1,63,0,5,"republican","libtrump",0.965445611870309
"School_Guns",0,1,38,0,5,"republican","libtrump",1.04926195908691
"Guns_Background",1,1,63,0,5,"republican","control",0.987976765012997
"Iran_Agreement",1,1,25,1,1,"democrat","libtrump",1.03020578722608
"Planned_Parenthood",0,1,26,0,3,"republican","libtrump",0.91761213834443
"School_Guns",1,1,67,1,1,"democrat","control",1.05684341541504
"Planned_Parenthood",1,1,33,1,5,"republican","libtrump",0.901912462370162
"Iran_Agreement",0,1,82,0,5,"republican","control",1.00020613702399
"Immigration",1,0,50,0,1,"democrat","control",1.07163505256757
"Immigration",0,1,38,0,5,"republican","control",1.01109590704388
"School_Guns",1,0,32,0,1,"democrat","control",0.941151931557622
"Iran_Agreement",1,1,60,0,3,"independent","control",1.01328529163612
"Tax_Increase",1,1,80,NA,1,"democrat","control",0.982249839624884
"Minimum_Wage",1,1,48,1,1,"independent","control",1.03417119096697
"Guns_Background",1,1,44,0,3,"independent","control",1.03738497417967
"Climate_Change",NA,1,43,0,NA,"republican","control",0.977388513950108
"School_Guns",1,0,37,0,1,"democrat","libtrump",0.96659436110958
"Health_Care",0,1,49,0,3,"republican","control",0.907713398615894
"Planned_Parenthood",1,1,28,0,1,"democrat","control",0.975915425769903
"Abortion",NA,1,54,NA,2,"democrat","libtrump",0.986526409767983
"School_Guns",0,1,46,NA,5,"independent","control",1.06151060117324
"Tax_Increase",NA,1,22,0,2,"independent","libtrump",1.02872589430435
"Tax_Increase",1,1,44,0,5,"republican","control",0.991569170257645
"Iran_Agreement",1,1,34,0,3,"republican","control",1.05507333570916
"Abortion",1,1,61,0,1,"democrat","control",1.00708176452984
"Planned_Parenthood",1,0,56,0,2,"democrat","control",0.926010812265774
"Iran_Agreement",1,0,51,0,1,"democrat","control",0.986027657558528
"Health_Care",NA,0,20,0,3,"independent","control",1.02376091197311
"School_Guns",0,1,43,0,NA,"republican","control",1.01818753739896
"Minimum_Wage",1,1,35,0,3,"republican","libtrump",1.02114097680607
"Tax_Increase",1,1,28,0,1,"democrat","control",1.02700070068257
"Tax_Increase",1,1,72,0,1,"democrat","libtrump",1.07581253694814
"Tax_Increase",NA,1,37,0,5,"republican","control",1.08448674306291
"Minimum_Wage",1,0,45,NA,1,"democrat","libtrump",0.942141379499635
"Abortion",1,0,61,NA,2,"democrat","libtrump",1.02583012767709
"Climate_Change",NA,1,37,NA,5,"republican","control",1.01144521739903
"Immigration",NA,1,61,0,1,"democrat","control",1.03605914590426
"Iran_Agreement",NA,0,27,NA,NA,"democrat","control",0.972004171303589
"Tax_Increase",0,1,57,NA,3,"republican","control",1.03008056429679
"Guns_Background",1,1,66,NA,1,"democrat","libtrump",1.03086704575252
"School_Guns",NA,1,30,0,2,"democrat","libtrump",0.956425190688756
"Minimum_Wage",NA,1,37,0,5,"republican","control",0.997435282679032
"Health_Care",1,1,47,0,2,"democrat","control",0.985622454480719
"Iran_Agreement",NA,1,40,0,NA,"independent","control",0.998951439693911
"Planned_Parenthood",0,1,42,1,5,"republican","control",0.902690962071768
"Tax_Increase",1,1,73,0,1,"democrat","control",1.01476561616373
"Health_Care",1,1,42,0,1,"democrat","control",0.928630530541813
"Planned_Parenthood",0,1,57,1,4,"republican","control",1.0207753957355
"Iran_Agreement",0,1,53,1,4,"republican","control",0.944271581218305
"Climate_Change",1,1,63,0,5,"republican","control",0.982763594583617
"Abortion",1,1,29,1,1,"democrat","control",0.965947146486241
"Iran_Agreement",0,1,74,0,5,"republican","libtrump",0.986304466106888
"Abortion",1,1,71,0,1,"republican","control",0.988105865651681
"Abortion",NA,1,64,1,3,"independent","libtrump",1.01346966791107
"Climate_Change",0,1,74,NA,5,"republican","control",0.948230345153413
"Abortion",1,1,29,1,4,"republican","control",1.00404586665655
"Iran_Agreement",1,1,71,0,1,"democrat","control",0.995514577134392
"School_Guns",1,1,51,0,2,"democrat","control",0.989749333253873
"Abortion",NA,1,42,0,4,"republican","control",0.882282409949242
"Iran_Agreement",0,1,73,NA,5,"republican","control",0.97960791268108
"Climate_Change",1,1,35,1,1,"democrat","control",0.90726898787545
"Climate_Change",1,0,60,0,1,"democrat","libtrump",1.05120496992176
"Climate_Change",1,1,40,0,3,"republican","libtrump",0.960141924516501
"Health_Care",1,1,55,NA,5,"republican","libtrump",1.06094461286609
"Guns_Background",0,1,62,0,4,"republican","libtrump",1.00373449831961
"School_Guns",NA,1,31,0,3,"republican","control",0.957288096670686
"Tax_Increase",0,0,77,0,4,"republican","libtrump",0.982694846971166
"Minimum_Wage",1,1,21,1,1,"democrat","control",1.0462049419296
"Guns_Background",1,1,37,1,1,"democrat","control",1.01149729439175
"Guns_Background",1,0,28,0,4,"democrat","control",1.0118410302443
"Guns_Background",1,1,43,0,5,"independent","control",1.0598976345125
"Abortion",1,1,67,0,1,"democrat","libtrump",1.04181322111279
"Minimum_Wage",0,1,58,0,5,"republican","libtrump",1.01099791839579
"School_Guns",0,1,36,1,4,"republican","control",1.02130122366745
"Guns_Background",1,1,33,0,1,"independent","libtrump",1.0424139953275
"Climate_Change",NA,1,64,0,5,"independent","control",1.03042315822733
"Climate_Change",1,0,48,0,1,"democrat","control",0.996317983935706
"School_Guns",NA,1,51,0,1,"republican","control",1.055006719979
"Abortion",0,1,76,0,5,"republican","control",0.985479389227539
"Guns_Background",1,1,21,NA,2,"independent","control",0.943162071672248
"Iran_Agreement",0,0,61,NA,3,"independent","control",1.04699621645449
"Minimum_Wage",1,0,56,0,2,"independent","control",1.1086599440017
"Immigration",NA,1,59,0,3,"independent","libtrump",0.97299957962519
"Minimum_Wage",0,1,51,0,NA,"republican","control",1.08264423152313
"Guns_Background",1,0,25,0,4,"republican","libtrump",0.933792128546258
"School_Guns",0,1,64,1,4,"republican","control",0.989568548542876
"Abortion",1,1,19,NA,2,"independent","control",0.918208861388833
"Planned_Parenthood",0,1,53,0,5,"republican","control",0.993413175922257
"Abortion",1,1,68,NA,5,"republican","libtrump",1.02924881505003
"Immigration",NA,1,42,NA,1,"independent","libtrump",0.947935742146959
"Immigration",1,1,56,0,1,"democrat","control",1.00998673527135
"Abortion",1,1,26,0,2,"democrat","control",0.974900223113741
"Immigration",1,1,42,0,1,"democrat","control",1.01893465514585
"Climate_Change",0,1,51,1,4,"republican","libtrump",0.9744368854645
"Planned_Parenthood",1,0,33,0,3,"democrat","control",0.935905006080505
"Minimum_Wage",1,1,37,0,5,"republican","control",1.08298681454114
"Guns_Background",1,0,32,0,1,"democrat","control",1.03132854622492
"Climate_Change",1,1,24,1,3,"independent","libtrump",1.03331119347899
"Climate_Change",1,1,59,1,1,"democrat","libtrump",0.961701786156501
"School_Guns",1,1,69,NA,4,"republican","control",1.05686664098745
"Iran_Agreement",1,0,56,0,5,"independent","libtrump",0.986898246969189
"Tax_Increase",1,1,27,0,4,"independent","control",1.01641217604662
"Planned_Parenthood",1,0,67,0,2,"democrat","control",0.925808301541435
"Immigration",0,1,43,0,5,"republican","control",1.07659785125859
"Planned_Parenthood",1,1,58,NA,1,"independent","libtrump",0.951230468790703
"Iran_Agreement",0,1,63,1,3,"republican","control",1.0300271517907
"Minimum_Wage",0,1,61,NA,4,"independent","control",0.938631353727202
"Immigration",1,1,41,0,1,"republican","libtrump",1.00650142335131
"Minimum_Wage",0,1,63,0,5,"republican","control",0.968567093638361
"Minimum_Wage",0,1,51,0,4,"republican","control",1.07106940770184
"Guns_Background",0,1,57,0,5,"independent","control",1.01315891182296
"Immigration",NA,1,76,0,5,"republican","libtrump",1.04877254223411
"School_Guns",0,1,42,0,2,"independent","control",0.982074352695561
"Planned_Parenthood",1,1,35,0,1,"independent","control",1.01453136021065
"Iran_Agreement",1,1,71,0,1,"republican","control",1.02741854424264
"School_Guns",NA,1,70,0,4,"republican","libtrump",1.01984762591078
"Health_Care",0,1,48,0,1,"republican","control",1.00882125044645
"Planned_Parenthood",1,1,48,0,4,"independent","libtrump",1.00389068786366
"Climate_Change",1,0,30,0,1,"democrat","libtrump",0.959733592151681
"School_Guns",NA,1,68,0,3,"independent","libtrump",1.03717934293629
"Guns_Background",1,1,25,0,3,"independent","libtrump",0.922817334101056
"Tax_Increase",1,1,53,1,4,"republican","control",0.99209230944629
"Minimum_Wage",1,1,34,0,1,"democrat","libtrump",0.954730074264902
"Climate_Change",0,1,73,NA,5,"republican","control",1.02787156938139
"Health_Care",0,1,56,NA,4,"republican","libtrump",1.07690380594735
"Immigration",0,1,69,0,5,"republican","control",0.979432510035093
"School_Guns",1,0,49,NA,1,"democrat","control",0.990727823660662
"Immigration",0,1,31,1,1,"democrat","control",0.942440396544298
"Climate_Change",1,1,43,0,1,"democrat","control",1.06644234826749
"Planned_Parenthood",0,1,83,1,5,"republican","control",0.990669611430206
"Planned_Parenthood",NA,0,46,0,1,"democrat","control",0.992092148575244
"Iran_Agreement",1,1,60,0,1,"republican","control",0.903661445997294
"Abortion",NA,1,68,0,3,"independent","libtrump",0.904538297031834
"Planned_Parenthood",NA,0,27,NA,1,"democrat","control",1.02390823512038
"Immigration",1,1,60,1,1,"democrat","control",1.09116817604259
"Iran_Agreement",1,0,24,0,1,"democrat","control",1.02100394330676
"Health_Care",0,0,46,0,1,"democrat","control",0.959055305077813
"Iran_Agreement",NA,1,38,0,5,"republican","libtrump",1.01374657807772
"Abortion",0,1,44,0,3,"independent","control",1.0443047151558
"Tax_Increase",NA,0,77,0,5,"republican","control",0.916379408074135
"School_Guns",NA,1,42,NA,1,"independent","libtrump",0.98712968072888
"Tax_Increase",1,0,58,1,3,"democrat","control",0.935392793688264
"Tax_Increase",1,1,42,NA,1,"democrat","libtrump",1.02707959319775
"Tax_Increase",1,0,29,0,2,"independent","libtrump",1.08172068794916
"Tax_Increase",1,0,53,0,1,"democrat","control",0.975665860378015
"Health_Care",1,1,42,0,4,"independent","libtrump",0.970716113284573
"Immigration",0,1,68,0,2,"democrat","libtrump",0.966085831830012
"School_Guns",NA,1,57,1,4,"republican","control",1.02428527771861
"School_Guns",0,1,37,NA,4,"republican","libtrump",1.01083190931151
"Planned_Parenthood",NA,1,74,1,5,"independent","control",1.06993337087648
"Iran_Agreement",1,0,63,0,1,"democrat","libtrump",0.933867899823341
"Tax_Increase",NA,0,39,0,NA,"independent","control",0.971505181336498
"Tax_Increase",1,1,64,0,1,"independent","libtrump",0.947625361534034
"Immigration",0,1,75,0,5,"republican","control",1.04784632268248
"Guns_Background",1,1,32,0,5,"republican","libtrump",1.03100993733259
"Immigration",0,1,60,0,2,"independent","control",1.05455725567312
"Planned_Parenthood",1,0,47,0,5,"republican","control",1.05161127037415
